adsh	grp	arc	negative	ptag	pversion	ctag	cversion
0001193125-18-353090	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-353114	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-353143	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-353205	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-353231	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-352998	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-353006	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-353011	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-353040	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-353048	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-353061	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-352872	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-352948	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-352969	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-352976	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-352983	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-352985	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-351633	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-351742	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-351910	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-351922	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-352765	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-352859	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-350710	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-350730	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-350743	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-350792	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-350956	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-351062	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-348664	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-349058	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-349083	1	2	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-349751	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-350063	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-350708	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-347342	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-347405	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-347414	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-347501	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-348024	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-348348	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-346735	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-347321	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-347326	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-347328	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-347335	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-347338	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-344612	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-344623	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-344904	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-345108	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-346101	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-346688	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-344583	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-344584	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-344587	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-344589	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-344596	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-344605	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-344560	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-344561	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-344568	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-344570	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-344578	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-344579	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-341124	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-343284	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-344283	1	2	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-344311	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-344337	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-344557	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-333706	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-337697	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-338189	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-339377	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-339474	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-340802	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-331957	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-331964	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-332091	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-333168	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-333169	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-333703	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-330849	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-330851	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-330854	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-330997	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-331177	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-331382	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-328681	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-328762	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-328773	1	3	1	NetExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-329750	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-330232	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-330844	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-328526	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-328536	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-328617	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-328622	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-328629	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-328642	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-326331	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-326339	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-326550	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-326553	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-326574	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-328522	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-325029	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-325093	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-325095	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-325096	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-325561	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-325572	1	5	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-324820	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-324840	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-324873	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-324882	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-324895	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-324946	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-320656	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-320720	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-320855	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-323382	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-323438	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-324783	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-320604	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-320641	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-320642	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-320647	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-320649	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-320651	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-319434	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-319438	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-319442	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-319458	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-319464	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-320603	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000940394-18-001844	1	4	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-289728	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-316498	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-319155	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-319256	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0001193125-18-319368	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000930413-18-003472	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000930413-18-003547	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000930413-18-003550	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000932471-18-007544	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000940394-18-001841	1	2	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000940394-18-001842	1	4	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000898432-18-001554	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000898432-18-001555	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000898432-18-001562	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000930413-18-003064	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000930413-18-003288	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000930413-18-003339	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000898432-18-001548	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000898432-18-001549	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000898432-18-001550	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000898432-18-001551	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000898432-18-001552	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000898432-18-001553	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000891092-18-009181	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000891092-18-009182	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000891092-18-009183	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000898432-18-001234	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000898432-18-001546	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000898432-18-001547	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000088053-18-001340	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000088053-18-001341	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000088053-18-001342	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000088053-18-001352	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000313212-18-000117	1	3	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000891092-18-008284	1	2	1	ExpensesOverAssets	rr/2018	DistributionAndService12b1FeesOverAssets	rr/2018
0000005138-18-000070	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0000005138-18-000072	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0000088053-18-001334	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0000088053-18-001336	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0000088053-18-001338	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0000088053-18-001339	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001683863-18-000495	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001683863-18-000545	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001623632-18-001506	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001623632-18-001592	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001623632-18-001594	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001623632-18-001596	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001623632-18-001600	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001623632-18-001603	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001445546-18-005432	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001445546-18-005433	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001445546-18-005434	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001493152-18-016365	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001623632-18-001494	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001623632-18-001496	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001435109-18-000573	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001445546-18-004866	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001445546-18-004868	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001445546-18-004893	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001445546-18-005286	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001445546-18-005288	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-006297	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-006298	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-006306	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-006360	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-006591	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001387131-18-006935	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-006261	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-006277	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-006292	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-006294	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-006295	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-006296	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-005907	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-005934	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-005996	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-006176	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-006178	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-006259	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-005814	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-005862	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-005876	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-005878	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-005879	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-005903	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001206774-18-003191	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001206774-18-003452	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-005784	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-005794	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-005796	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001379491-18-005812	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001193125-18-360631	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001193125-18-360645	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001193125-18-360658	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001193125-18-360719	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001193125-18-360781	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001193125-18-361048	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001193125-18-358247	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001193125-18-358830	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001193125-18-359108	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001193125-18-360371	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001193125-18-360566	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001193125-18-360609	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001193125-18-354253	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001193125-18-354343	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001193125-18-354450	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001193125-18-355474	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001193125-18-356289	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001193125-18-358036	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001193125-18-353356	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001193125-18-353369	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
0001193125-18-353391	1	1	1	NetExpensesOverAssets	rr/2018	ExpensesOverAssets	rr/2018
