adsh	grp	arc	negative	ptag	pversion	ctag	cversion
0001580642-18-005349	1	2	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001580642-18-005351	1	2	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001580642-18-005357	1	2	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001580642-18-005358	1	4	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001580642-18-005154	1	4	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001580642-18-005160	1	4	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001580642-18-005199	1	4	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001580642-18-005215	1	2	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001580642-18-005296	1	4	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001580642-18-005327	1	4	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001580642-18-004789	1	4	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001580642-18-004836	1	4	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001580642-18-004841	1	4	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001580642-18-004842	1	2	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001580642-18-004886	1	4	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001580642-18-005077	1	4	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001464413-18-000287	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001464413-18-000295	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001520245-18-000003	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001580642-18-004749	1	2	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001580642-18-004750	1	2	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001580642-18-004785	1	2	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001445546-18-004500	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001445546-18-004502	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001447346-18-000018	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001464413-18-000281	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001464413-18-000283	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001464413-18-000285	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-018166	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-018637	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001413042-18-000290	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001432353-18-000144	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001432353-18-000150	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001432353-18-000206	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-017854	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-017861	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-017916	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-017982	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-018044	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-018115	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-017485	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-017528	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-017565	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-017606	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-017693	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-017730	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-016724	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-016772	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-017067	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-017325	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-017340	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-017471	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-016230	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-016236	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-016277	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-016298	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-016338	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-016608	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-016090	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-016094	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-016097	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-016116	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-016143	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-016214	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-016014	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-016058	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-016059	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-016062	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-016071	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-016088	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-015088	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-015098	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-015615	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-015633	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-015979	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-015985	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-014872	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-014877	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-014941	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-015063	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-015076	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-015078	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-014553	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-014694	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-014742	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-014788	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-014795	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-014827	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005910	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001387131-18-005389	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001387131-18-006087	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001387131-18-006234	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-014323	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001398344-18-014517	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005902	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005904	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005905	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005906	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005908	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005909	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005519	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005520	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005521	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005636	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005705	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005863	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005513	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005514	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005515	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005516	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005517	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005518	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005507	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005508	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005509	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005510	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005511	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005512	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005499	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005500	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005501	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005504	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005505	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005506	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005493	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005494	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005495	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005496	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005497	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005498	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005397	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005399	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005407	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005409	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005458	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005463	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001206774-18-003427	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001206774-18-003430	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001209286-18-000689	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001293210-18-000124	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001353176-18-000052	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001379491-18-005395	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-326742	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-326774	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-326843	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-328102	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-328907	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-330064	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-320576	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-323278	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-323396	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-323433	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-325693	1	4	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-325699	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-316604	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-317426	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-318222	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-319781	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-319824	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-319830	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-308570	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-309232	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-311633	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-314747	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-315450	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-316602	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-305191	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-305989	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-305994	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-306088	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-306484	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-307495	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-302851	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-303951	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-304954	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-305041	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-305049	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-305180	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-301962	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-302033	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-302038	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-302847	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-302848	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-302850	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-301755	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-301792	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-301794	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-301898	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-301916	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-301933	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-300730	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-300844	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-301630	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-301680	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-301742	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-301746	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-298959	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-298960	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-299028	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-299973	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-300375	1	2	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-300406	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-297565	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-298151	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-298159	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-298516	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-298517	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-298519	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-297284	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-297304	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-297381	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-297384	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-297438	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-297534	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-297252	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-297255	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-297265	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-297272	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-297274	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-297278	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-292875	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-294332	1	2	1	NetExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-294371	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-294377	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-294842	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-295408	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-291570	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-291600	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-291601	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-291817	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-291829	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-292857	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-289164	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-289414	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-289428	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-290347	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-290500	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001193125-18-290989	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001177017-18-000124	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
0001177017-18-000125	1	3	1	ExpensesOverAssets	rr/2012	DistributionAndService12b1FeesOverAssets	rr/2012
